responder_id,birth_year,gender,industry_desc,occupation_desc,manage_others,household,years_at_job,metro_or_regional
1728,1964,Male,"Professional, Scientific and Technical",Other,No,Couple with no dependent children,More than 5 years,Metro
1729,1987,Male,Retail Trade,Other,No,One parent family with dependent children,Between 6 and 12 months,Metro
1730,1973,Male,"Professional, Scientific and Technical",Professionals - ICT Professionals,No,Couple with no dependent children,More than 5 years,Metro
1731,1990,Female,Information Media and Telecommunications,Professionals - ICT Professionals,Yes,Couple with dependent children,More than 5 years,Metro
1732,1958,Female,Health Care and Social Assistance,Other,No,Couple with no dependent children,More than 5 years,Regional
1733,1969,Female,Health Care and Social Assistance,Other,No,Couple with dependent children,Between 1 and 5 years,Metro
1734,1979,Male,Financial and Insurance,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with no dependent children,More than 5 years,Metro
1735,1991,Female,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with no dependent children,More than 5 years,Metro
1736,1985,Male,Other,Other,No,Single person,Between 6 and 12 months,Metro
1737,1988,Male,Other Services,Other,No,Single person,More than 5 years,Metro
1738,1961,Female,Other,Other,No,Couple with no dependent children,More than 5 years,Metro
1739,1970,Female,Other,Other,No,One parent family with dependent children,Between 6 and 12 months,Metro
1740,1982,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",Yes,Couple with no dependent children,Between 1 and 5 years,Metro
1741,1980,Male,Other,Other,Yes,Couple with dependent children,More than 5 years,Metro
1742,1986,Female,Other Services,Other,Yes,Couple with no dependent children,More than 5 years,Regional
1743,1991,Male,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",Yes,Group household,More than 5 years,Metro
1744,1986,Male,Education and Training,Professionals - Education Professionals,No,One parent family with dependent children,Between 1 and 5 years,Metro
1745,2001,Female,Other,Professionals - Education Professionals,Yes,Other one family household,Between 6 and 12 months,Regional
1746,1980,Male,Other,"Professionals - Business, Human Resource and Marketing Professionals",Yes,One parent family with dependent children,More than 5 years,Metro
1747,1970,Male,Information Media and Telecommunications,Other,Yes,Couple with dependent children,Between 1 and 5 years,Metro
1748,1983,Female,Other,Other,No,One parent family with dependent children,Between 6 and 12 months,Regional
1749,1978,Male,Financial and Insurance,Managers - Specialist Managers,Yes,Couple with dependent children,Between 1 and 5 years,Metro
1750,1962,Female,Other,Managers - Specialist Managers,Yes,Couple with no dependent children,Between 1 and 5 years,Regional
1751,1994,Female,Retail Trade,Managers - Specialist Managers,Yes,Couple with dependent children,Between 1 and 5 years,Metro
1752,1979,Male,Financial and Insurance,Managers - Specialist Managers,Yes,One parent family with dependent children,Between 1 and 5 years,Metro
1753,1964,Female,Financial and Insurance,Other,No,Single person,More than 5 years,Metro
1754,1964,Female,Financial and Insurance,Other,No,Couple with dependent children,More than 5 years,Metro
1755,1965,Female,Financial and Insurance,Other,No,Single person,More than 5 years,Metro
1756,1996,Female,Health Care and Social Assistance,Other,No,Couple with no dependent children,Between 6 and 12 months,Metro
1757,1964,Female,Other,Other,No,Couple with dependent children,More than 5 years,Metro
1758,1985,Female,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",Yes,Couple with dependent children,More than 5 years,Metro
1759,1980,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,More than 5 years,Metro
1760,1993,Female,Health Care and Social Assistance,Other,No,One parent family with dependent children,Between 1 and 5 years,Regional
1761,1963,Female,Other,Other,No,Couple with no dependent children,More than 5 years,Metro
1762,1969,Male,Other Services,Other,No,Couple with no dependent children,More than 5 years,Regional
1763,1957,Female,Education and Training,Professionals - Education Professionals,Yes,Couple with no dependent children,More than 5 years,Metro
1764,1985,Female,"Professional, Scientific and Technical",Other,No,Couple with dependent children,More than 5 years,Metro
1765,1969,Male,Other,"Professionals - Design, Engineering, Science and Transport Professionals",Yes,Couple with no dependent children,More than 5 years,Metro
1766,1997,Female,Other,Other,Yes,Couple with no dependent children,Between 6 and 12 months,Metro
1767,1990,Female,Information Media and Telecommunications,Other,No,Couple with dependent children,More than 5 years,Metro
1768,1982,Female,Financial and Insurance,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with no dependent children,More than 5 years,Metro
1769,2000,Female,Information Media and Telecommunications,Other,No,Single person,Between 1 and 5 years,Metro
1770,1973,Female,Financial and Insurance,Other,No,Couple with dependent children,Between 1 and 5 years,Regional
1771,1986,Female,Education and Training,Professionals - Education Professionals,No,Couple with dependent children,Between 1 and 5 years,Metro
1772,1973,Male,Other,"Professionals - Design, Engineering, Science and Transport Professionals",No,Couple with dependent children,More than 5 years,Metro
1773,2000,Female,Other,Other,No,Couple with no dependent children,Between 1 and 5 years,Metro
1774,1988,Female,Other,Other,No,One parent family with dependent children,Between 6 and 12 months,Metro
1775,1996,Female,Other Services,Other,No,Single person,Between 1 and 5 years,Metro
1776,1990,Male,Retail Trade,Other,No,Single person,Between 1 and 5 years,Regional
1777,1992,Male,Other Services,Other,Yes,Multiple family household,Between 1 and 5 years,Metro
1778,1981,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,Between 1 and 5 years,Metro
1779,1998,Female,Other Services,Other,No,Couple with no dependent children,Between 6 and 12 months,Metro
1780,1985,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",No,One parent family with dependent children,More than 5 years,Metro
1781,1988,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",Yes,Couple with no dependent children,Between 1 and 5 years,Metro
1782,1960,Female,Other Services,Other,No,Couple with no dependent children,More than 5 years,Metro
1783,1969,Female,Information Media and Telecommunications,Other,Yes,Couple with dependent children,More than 5 years,Metro
1784,1986,Female,Other,Managers - Specialist Managers,Yes,Other one family household,More than 5 years,Regional
1785,1965,Female,Health Care and Social Assistance,Other,No,Single person,Between 1 and 5 years,Metro
1786,1970,Male,Education and Training,Professionals - Education Professionals,No,Couple with dependent children,More than 5 years,Metro
1787,1961,Male,Other,Managers - Specialist Managers,Yes,Couple with no dependent children,More than 5 years,Metro
1788,1980,Female,Other Services,Other,No,Couple with no dependent children,More than 5 years,Metro
1789,1963,Male,Financial and Insurance,Managers - Specialist Managers,No,Couple with no dependent children,More than 5 years,Metro
1790,1961,Male,Financial and Insurance,Professionals - ICT Professionals,No,Couple with no dependent children,More than 5 years,Metro
1791,1964,Male,Other,Other,No,Group household,Between 6 and 12 months,Metro
1792,1974,Male,Information Media and Telecommunications,Other,Yes,Couple with dependent children,Between 1 and 5 years,Metro
1793,1980,Male,Other,"Professionals - Business, Human Resource and Marketing Professionals",Yes,Couple with no dependent children,Between 1 and 5 years,Metro
1794,1972,Male,"Professional, Scientific and Technical",Managers - Specialist Managers,Yes,Single person,More than 5 years,Metro
1795,1969,Male,Other,Other,No,Couple with dependent children,Between 1 and 5 years,Metro
1796,1964,Male,Other,Other,No,Couple with no dependent children,Between 1 and 5 years,Regional
1797,1990,Female,Other,Other,No,Multiple family household,More than 5 years,Metro
1798,1983,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",No,Couple with no dependent children,More than 5 years,Metro
1799,1998,Female,Other Services,Other,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
1800,1980,Male,Financial and Insurance,Managers - Specialist Managers,Yes,One parent family with dependent children,Between 6 and 12 months,Metro
1801,1959,Male,Other,"Professionals - Design, Engineering, Science and Transport Professionals",No,Couple with no dependent children,More than 5 years,Metro
1802,1962,Female,Financial and Insurance,"Managers - Chief Executives, General Managers and Legislators",No,Single person,More than 5 years,Metro
1803,1972,Male,Information Media and Telecommunications,Professionals - ICT Professionals,No,Couple with dependent children,More than 5 years,Metro
1804,1984,Female,Financial and Insurance,Other,No,Couple with dependent children,More than 5 years,Metro
1805,1959,Male,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",No,Couple with dependent children,More than 5 years,Metro
1806,1992,Male,Other,Other,Yes,One parent family with dependent children,Between 1 and 5 years,Regional
1807,1977,Female,Other,Other,No,Couple with dependent children,Between 1 and 5 years,Metro
1808,1981,Male,Other Services,Managers - Specialist Managers,No,Couple with dependent children,More than 5 years,Metro
1809,1981,Female,Health Care and Social Assistance,Other,No,Couple with no dependent children,Between 6 and 12 months,Metro
1810,1970,Male,Other,"Professionals - Design, Engineering, Science and Transport Professionals",No,Couple with dependent children,More than 5 years,Regional
1811,1971,Male,Financial and Insurance,Other,No,Couple with no dependent children,More than 5 years,Metro
1812,1959,Female,Financial and Insurance,Professionals - ICT Professionals,No,Single person,Between 6 and 12 months,Metro
1813,1985,Female,"Professional, Scientific and Technical",Other,Yes,Single person,Between 1 and 5 years,Metro
1814,1978,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,More than 5 years,Metro
1815,1961,Male,"Professional, Scientific and Technical",Managers - Specialist Managers,Yes,Couple with dependent children,More than 5 years,Metro
1816,1972,Male,Education and Training,"Managers - Chief Executives, General Managers and Legislators",Yes,Multiple family household,More than 5 years,Metro
1817,1980,Male,"Professional, Scientific and Technical",Managers - Specialist Managers,Yes,Couple with dependent children,Between 1 and 5 years,Metro
1818,1984,Male,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,Group household,Between 1 and 5 years,Metro
1819,1998,Female,Other,Other,Yes,Single person,Between 6 and 12 months,Regional
1820,1957,Male,Education and Training,Professionals - Education Professionals,No,Couple with dependent children,Between 1 and 5 years,Metro
1821,1983,Male,"Professional, Scientific and Technical",Managers - Specialist Managers,Yes,Couple with dependent children,More than 5 years,Metro
1822,1989,Female,Retail Trade,Managers - Specialist Managers,Yes,One parent family with dependent children,Between 1 and 5 years,Metro
1823,1967,Male,Education and Training,Professionals - Education Professionals,Yes,Couple with dependent children,Between 1 and 5 years,Metro
1824,1985,Male,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,More than 5 years,Metro
1825,1985,Male,Other,Other,Yes,Single person,Between 6 and 12 months,Metro
1826,1964,Female,Health Care and Social Assistance,Other,No,Couple with no dependent children,More than 5 years,Metro
1827,1985,Female,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with no dependent children,More than 5 years,Metro
1828,1988,Male,Other,Other,Yes,Couple with dependent children,Between 1 and 5 years,Metro
1829,1982,Male,Financial and Insurance,Other,Yes,Group household,More than 5 years,Regional
1830,1974,Female,Other,Managers - Specialist Managers,Yes,One parent family with dependent children,Between 1 and 5 years,Metro
1831,1983,Female,Other Services,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,More than 5 years,Metro
1832,1983,Male,Other,Other,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
1833,1986,Female,Other,Other,Yes,Couple with no dependent children,Between 6 and 12 months,Metro
1834,1985,Female,Other,Other,Yes,Couple with dependent children,More than 5 years,Metro
1835,1967,Male,Health Care and Social Assistance,"Professionals - Design, Engineering, Science and Transport Professionals",No,Single person,Between 1 and 5 years,Regional
1836,1997,Female,Other,Managers - Specialist Managers,Yes,One parent family with dependent children,Between 1 and 5 years,Metro
1837,1989,Female,Other,Other,Yes,Couple with dependent children,Between 1 and 5 years,Metro
1838,1970,Male,Other Services,Other,No,Single person,More than 5 years,Metro
1839,1991,Male,Other,Managers - Specialist Managers,Yes,Couple with dependent children,Between 1 and 5 years,Regional
1840,1979,Male,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",Yes,Couple with dependent children,Between 1 and 5 years,Metro
1841,1980,Female,Other,Professionals - Education Professionals,Yes,Couple with dependent children,Between 6 and 12 months,Metro
1842,1991,Female,Financial and Insurance,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,Between 1 and 5 years,Metro
1843,1991,Male,Education and Training,Professionals - Education Professionals,No,Couple with no dependent children,Between 1 and 5 years,Metro
1844,1988,Male,Other Services,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with no dependent children,More than 5 years,Metro
1845,1980,Female,Other Services,Other,No,Couple with dependent children,More than 5 years,Metro
1846,1989,Male,"Professional, Scientific and Technical",Other,Yes,Group household,More than 5 years,Metro
1847,1989,Female,Education and Training,Professionals - Education Professionals,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
1848,1971,Male,Education and Training,"Professionals - Business, Human Resource and Marketing Professionals",Yes,Couple with dependent children,Between 1 and 5 years,Metro
1849,1994,Male,"Professional, Scientific and Technical",Other,No,Single person,Between 1 and 5 years,Metro
1850,1973,Male,Other,Managers - Specialist Managers,Yes,Couple with dependent children,More than 5 years,Metro
1851,1984,Female,Health Care and Social Assistance,Other,Yes,Couple with dependent children,Between 6 and 12 months,Regional
1852,1981,Male,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",Yes,Couple with dependent children,More than 5 years,Metro
1853,1986,Male,Other,Managers - Specialist Managers,Yes,Couple with dependent children,More than 5 years,Metro
1854,1990,Female,Other,"Professionals - Business, Human Resource and Marketing Professionals",Yes,Couple with dependent children,More than 5 years,Metro
1855,1987,Female,"Professional, Scientific and Technical",Managers - Specialist Managers,No,One parent family with dependent children,More than 5 years,Metro
1856,1980,Male,Other Services,Managers - Specialist Managers,Yes,Couple with dependent children,More than 5 years,Metro
1857,2001,Male,Other,Other,Yes,Couple with dependent children,More than 5 years,Regional
1858,1985,Female,Other,Professionals - ICT Professionals,No,Single person,More than 5 years,Regional
1859,1978,Male,Other Services,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,Between 1 and 5 years,Regional
1860,1970,Male,Other,Other,Yes,Multiple family household,More than 5 years,Metro
1861,1975,Male,Other Services,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,More than 5 years,Metro
1862,1978,Male,Other,Managers - Specialist Managers,Yes,Couple with dependent children,More than 5 years,Regional
1863,1977,Male,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,More than 5 years,Metro
1864,1982,Female,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with no dependent children,More than 5 years,Metro
1865,1978,Male,Financial and Insurance,Other,No,Single person,Between 1 and 5 years,Metro
1866,1971,Female,Other Services,Managers - Specialist Managers,Yes,Single person,More than 5 years,Metro
1867,1972,Female,Retail Trade,Other,No,One parent family with dependent children,More than 5 years,Regional
1868,1983,Male,Information Media and Telecommunications,Professionals - ICT Professionals,Yes,Couple with dependent children,More than 5 years,Metro
1869,1975,Male,Other,Other,No,Other one family household,Between 1 and 5 years,Metro
1870,1959,Male,"Professional, Scientific and Technical",Managers - Specialist Managers,Yes,Couple with dependent children,More than 5 years,Metro
1871,1970,Female,Health Care and Social Assistance,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,Between 1 and 5 years,Metro
1872,1957,Female,Financial and Insurance,Other,No,Single person,More than 5 years,Metro
1873,1989,Male,Education and Training,Managers - Specialist Managers,Yes,Couple with dependent children,Between 1 and 5 years,Metro
1874,1970,Female,Retail Trade,Other,No,Couple with dependent children,Between 1 and 5 years,Metro
1875,1991,Female,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with no dependent children,More than 5 years,Metro
1876,1993,Female,Other,"Managers - Chief Executives, General Managers and Legislators",No,Couple with no dependent children,Between 6 and 12 months,Metro
1877,1969,Female,Other,Other,No,One parent family with dependent children,More than 5 years,Metro
1878,1995,Female,Financial and Insurance,Other,No,Single person,Between 1 and 5 years,Metro
1879,1983,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",Yes,One parent family with dependent children,Between 1 and 5 years,Metro
1880,1972,Female,Other Services,Other,No,Single person,More than 5 years,Metro
1881,1962,Male,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,More than 5 years,Metro
1882,1965,Male,"Professional, Scientific and Technical",Managers - Specialist Managers,Yes,Couple with dependent children,Between 1 and 5 years,Metro
1883,1981,Female,Other Services,Professionals - ICT Professionals,No,Couple with no dependent children,Between 1 and 5 years,Metro
1884,1985,Male,"Professional, Scientific and Technical",Managers - Specialist Managers,Yes,Couple with dependent children,Between 1 and 5 years,Metro
1885,1985,Male,"Professional, Scientific and Technical",Managers - Specialist Managers,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
1886,1963,Male,Other,Other,Yes,Single person,More than 5 years,Metro
1887,1994,Female,Other,Other,No,One parent family with dependent children,Between 1 and 5 years,Metro
1888,1992,Female,Retail Trade,Professionals - ICT Professionals,No,Couple with no dependent children,Between 1 and 5 years,Metro
1889,1971,Male,Retail Trade,Managers - Specialist Managers,Yes,Couple with dependent children,Between 1 and 5 years,Metro
1890,1970,Female,Other,Managers - Specialist Managers,Yes,Group household,More than 5 years,Metro
1891,1959,Male,Information Media and Telecommunications,Other,Yes,Couple with dependent children,Between 6 and 12 months,Metro
1892,2000,Female,Other Services,Other,No,Couple with dependent children,Between 1 and 5 years,Metro
1893,1974,Female,Other,Other,No,Couple with dependent children,Between 1 and 5 years,Metro
1894,1959,Male,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,More than 5 years,Metro
1895,1983,Female,Retail Trade,Other,No,Couple with no dependent children,Between 1 and 5 years,Metro
1896,1975,Male,Financial and Insurance,Other,No,Couple with no dependent children,More than 5 years,Metro
1897,1971,Male,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,Between 1 and 5 years,Metro
1898,1972,Female,"Professional, Scientific and Technical",Managers - Specialist Managers,No,Couple with dependent children,Between 1 and 5 years,Metro
1899,1965,Male,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,Between 1 and 5 years,Metro
1900,1973,Male,Other,Managers - Specialist Managers,Yes,Couple with dependent children,More than 5 years,Metro
1901,1974,Male,Financial and Insurance,Managers - Specialist Managers,Yes,Couple with dependent children,More than 5 years,Metro
1902,1968,Female,Education and Training,Professionals - Education Professionals,No,Multiple family household,More than 5 years,Regional
1903,1982,Female,Other,Managers - Specialist Managers,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
1904,1999,Male,Other,"Professionals - Design, Engineering, Science and Transport Professionals",No,Couple with no dependent children,Between 6 and 12 months,Metro
1905,1982,Female,Financial and Insurance,"Managers - Chief Executives, General Managers and Legislators",No,Couple with no dependent children,More than 5 years,Metro
1906,1985,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",Yes,One parent family with dependent children,More than 5 years,Metro
1907,1975,Female,Financial and Insurance,Other,Yes,Couple with no dependent children,More than 5 years,Metro
1908,1971,Male,Health Care and Social Assistance,Managers - Specialist Managers,Yes,Couple with dependent children,More than 5 years,Metro
1909,1976,Female,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,More than 5 years,Metro
1910,1959,Female,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",No,Couple with dependent children,Between 1 and 5 years,Metro
1911,1978,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,Between 1 and 5 years,Regional
1912,1967,Female,"Professional, Scientific and Technical",Professionals - ICT Professionals,No,Single person,Between 1 and 5 years,Metro
1913,1976,Female,Health Care and Social Assistance,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with no dependent children,Between 1 and 5 years,Regional
1914,2000,Male,Other,Other,No,One parent family with dependent children,Between 6 and 12 months,Metro
1915,1991,Male,Information Media and Telecommunications,Managers - Specialist Managers,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
1916,1998,Female,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,Between 1 and 5 years,Regional
1917,1980,Male,"Professional, Scientific and Technical",Managers - Specialist Managers,Yes,Couple with no dependent children,More than 5 years,Metro
1918,1962,Female,Education and Training,Professionals - Education Professionals,No,One parent family with dependent children,More than 5 years,Regional
1919,1982,Female,Other,Managers - Specialist Managers,Yes,Couple with dependent children,More than 5 years,Metro
1920,1990,Male,"Professional, Scientific and Technical",Managers - Specialist Managers,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
1921,1999,Female,"Professional, Scientific and Technical",Other,No,Couple with dependent children,Between 1 and 5 years,Metro
1922,1977,Female,Education and Training,Other,No,Couple with dependent children,Between 1 and 5 years,Regional
1923,1957,Female,Financial and Insurance,Other,No,Single person,More than 5 years,Metro
1924,1972,Male,Other,"Professionals - Business, Human Resource and Marketing Professionals",Yes,Couple with dependent children,Between 1 and 5 years,Regional
1925,1960,Female,Other,Other,No,Couple with no dependent children,More than 5 years,Regional
1926,1978,Female,Financial and Insurance,Other,No,Single person,Between 1 and 5 years,Metro
1927,1986,Female,Education and Training,Managers - Specialist Managers,Yes,Couple with dependent children,Between 6 and 12 months,Metro
1928,1985,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",No,Couple with no dependent children,Between 1 and 5 years,Metro
1929,1980,Male,Other Services,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,More than 5 years,Metro
1930,1974,Female,Education and Training,Professionals - Education Professionals,No,Couple with dependent children,Between 1 and 5 years,Metro
1931,1975,Male,Other,Other,No,Couple with no dependent children,Between 1 and 5 years,Regional
1932,1970,Female,Other Services,Other,Yes,Single person,Between 1 and 5 years,Metro
1933,1993,Female,Other,"Managers - Chief Executives, General Managers and Legislators",No,Couple with no dependent children,Between 6 and 12 months,Metro
1934,1976,Male,Information Media and Telecommunications,"Professionals - Design, Engineering, Science and Transport Professionals",No,Couple with dependent children,More than 5 years,Metro
1935,1999,Female,Other,Other,Yes,One parent family with dependent children,Between 6 and 12 months,Metro
1936,1978,Male,"Professional, Scientific and Technical",Professionals - ICT Professionals,No,Single person,More than 5 years,Metro
1937,1985,Female,Health Care and Social Assistance,Other,No,Couple with dependent children,More than 5 years,Metro
1938,1971,Female,Other,"Professionals - Business, Human Resource and Marketing Professionals",Yes,One parent family with dependent children,Between 1 and 5 years,Metro
1939,1982,Male,Other,Other,No,Couple with no dependent children,Between 1 and 5 years,Metro
1940,1972,Female,Other,Other,No,Couple with dependent children,Between 1 and 5 years,Metro
1941,1991,Female,"Professional, Scientific and Technical",Other,No,Single person,Between 1 and 5 years,Metro
1942,1977,Male,Health Care and Social Assistance,Professionals - ICT Professionals,No,Couple with dependent children,Between 1 and 5 years,Metro
1943,1981,Male,Retail Trade,Other,No,Couple with dependent children,Between 6 and 12 months,Metro
1944,1982,Female,Information Media and Telecommunications,Professionals - ICT Professionals,Yes,Couple with dependent children,More than 5 years,Metro
1945,1986,Male,"Professional, Scientific and Technical",Managers - Specialist Managers,Yes,Couple with dependent children,More than 5 years,Metro
1946,1990,Female,Other,Other,Yes,Multiple family household,Between 6 and 12 months,Metro
1947,1990,Female,Other Services,Other,No,Couple with dependent children,Between 6 and 12 months,Regional
1948,1984,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",Yes,Couple with no dependent children,Between 1 and 5 years,Metro
1949,1995,Female,Retail Trade,Other,No,Other one family household,Between 1 and 5 years,Metro
1950,1985,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",No,Other one family household,Between 1 and 5 years,Metro
1951,1991,Male,Other,Other,No,Single person,Between 1 and 5 years,Metro
1952,1983,Male,Information Media and Telecommunications,Managers - Specialist Managers,Yes,Couple with dependent children,More than 5 years,Metro
1953,1980,Female,Health Care and Social Assistance,Other,Yes,Couple with dependent children,Between 1 and 5 years,Regional
1954,1996,Female,Other Services,Other,No,Couple with no dependent children,Between 1 and 5 years,Metro
1955,1977,Male,Education and Training,Professionals - Education Professionals,Yes,Couple with dependent children,Between 1 and 5 years,Metro
1956,1977,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,More than 5 years,Metro
1957,1982,Male,Other,Other,Yes,Couple with dependent children,Between 1 and 5 years,Regional
1958,1957,Female,Health Care and Social Assistance,Other,No,Single person,More than 5 years,Regional
1959,1982,Male,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,More than 5 years,Metro
1960,1983,Male,Other,Managers - Specialist Managers,No,Couple with dependent children,Between 1 and 5 years,Regional
1961,1962,Male,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,More than 5 years,Metro
1962,1972,Female,Information Media and Telecommunications,Professionals - ICT Professionals,No,Couple with dependent children,More than 5 years,Metro
1963,1985,Male,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,Single person,Between 1 and 5 years,Metro
1964,1983,Female,Financial and Insurance,Managers - Specialist Managers,Yes,Couple with dependent children,Between 1 and 5 years,Metro
1965,1975,Female,Other Services,Other,No,One parent family with dependent children,Between 1 and 5 years,Regional
1966,1963,Female,Other,Other,No,Couple with no dependent children,More than 5 years,Metro
1967,1986,Female,Other,Managers - Specialist Managers,Yes,Couple with dependent children,Between 1 and 5 years,Regional
1968,1993,Female,Education and Training,Professionals - Education Professionals,No,Single person,Between 1 and 5 years,Metro
1969,1995,Female,Health Care and Social Assistance,Other,No,One parent family with dependent children,Between 1 and 5 years,Metro
1970,1991,Female,Other,Managers - Specialist Managers,Yes,Single person,Between 1 and 5 years,Metro
1971,1994,Female,Financial and Insurance,Managers - Specialist Managers,Yes,Single person,Between 6 and 12 months,Metro
1972,1974,Male,Other,Managers - Specialist Managers,Yes,Couple with no dependent children,More than 5 years,Metro
1973,1979,Female,"Professional, Scientific and Technical","Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,Between 6 and 12 months,Metro
1974,1988,Male,Retail Trade,"Managers - Chief Executives, General Managers and Legislators",No,Group household,More than 5 years,Regional
1975,1980,Male,Other,Other,Yes,Couple with no dependent children,More than 5 years,Metro
1976,1989,Female,Retail Trade,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with no dependent children,Between 1 and 5 years,Regional
1977,1983,Female,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",Yes,Couple with dependent children,Between 1 and 5 years,Regional
1978,1977,Female,Other,Other,No,Couple with dependent children,More than 5 years,Regional
1979,1988,Male,"Professional, Scientific and Technical",Managers - Specialist Managers,Yes,Couple with dependent children,Between 1 and 5 years,Metro
1980,1968,Male,Education and Training,Professionals - Education Professionals,No,Group household,Between 1 and 5 years,Metro
1981,1996,Male,Other Services,Managers - Specialist Managers,Yes,Single person,Between 1 and 5 years,Metro
1982,1980,Female,Financial and Insurance,Professionals - ICT Professionals,No,Couple with dependent children,Between 1 and 5 years,Metro
1983,1987,Male,Information Media and Telecommunications,Professionals - ICT Professionals,Yes,Couple with dependent children,Between 6 and 12 months,Metro
1984,1983,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",No,Couple with dependent children,Between 1 and 5 years,Metro
1985,1972,Male,Information Media and Telecommunications,Managers - Specialist Managers,Yes,Couple with dependent children,Between 1 and 5 years,Metro
1986,1984,Female,Education and Training,Other,No,Couple with dependent children,Between 6 and 12 months,Metro
1987,1961,Male,Other,Other,No,Couple with dependent children,More than 5 years,Regional
1988,1984,Female,Health Care and Social Assistance,Other,Yes,One parent family with dependent children,Between 1 and 5 years,Metro
1989,1985,Male,Other,"Professionals - Business, Human Resource and Marketing Professionals",No,Couple with dependent children,Between 1 and 5 years,Metro
1990,1984,Male,Other,Other,Yes,Other one family household,Between 6 and 12 months,Metro
1991,1991,Female,Information Media and Telecommunications,Other,No,Couple with dependent children,More than 5 years,Metro
1992,1982,Male,Other,"Professionals - Business, Human Resource and Marketing Professionals",No,Couple with dependent children,Between 6 and 12 months,Regional
1993,1989,Female,Education and Training,Professionals - Education Professionals,No,Group household,Between 1 and 5 years,Metro
1994,1971,Male,Retail Trade,Managers - Specialist Managers,Yes,Couple with dependent children,Between 1 and 5 years,Metro
1995,1968,Female,Other,Other,No,Single person,Between 6 and 12 months,Metro
